ID,main_category,backers,usd_goal_real
1174801076,Film & Video,60,5000.0
1174808737,Film & Video,39,899.0
1174810850,Design,42,600.0
1174843641,Games,128,1.0
1174849958,Film & Video,29,2500.0
1174874910,Comics,33,600.0
1174880197,Games,30,745.71
1174884257,Film & Video,473,50000.0
1174899985,Games,66,5000.0
1174901210,Film & Video,171,12000.0
1174915677,Film & Video,78,6500.0
1174932421,Theater,20,4000.0
1174948876,Games,1039,22456.1
1174971743,Film & Video,19,1000.0
1174974437,Art,8,1300.0
1174977405,Publishing,42,100.0
1174979141,Film & Video,17,500.0
1174985077,Film & Video,25,6800.0
1174985365,Publishing,42,413.46
1174993252,Games,66,6000.0
1175057704,Design,367,5000.0
117508039,Games,160,1639.34
1175085992,Comics,1004,15000.0
1175086012,Comics,329,7000.0
1175089781,Crafts,103,5000.0
1175104126,Film & Video,104,2200.0
1175113678,Music,309,14955.51
1175116943,Comics,119,4000.0
1175149812,Film & Video,62,4000.0
1175155045,Games,792,46926.33
1175157752,Publishing,234,12000.0
1175158885,Design,454,10000.0
1175165825,Theater,103,5000.0
1175168355,Art,38,1000.0
1175190145,Film & Video,1240,70000.0
1175212339,Games,31,500.0
1175212875,Film & Video,34,2000.0
1175214816,Film & Video,83,10000.0
1175221489,Fashion,39,2500.0
1175248387,Publishing,275,9000.0
1175248495,Art,20,1200.0
1175278227,Food,37,2000.0
1175306310,Art,45,180.0
117531796,Film & Video,22,2000.0
117534602,Music,76,3000.0
1175362833,Fashion,94,5000.0
1175363291,Games,55,90.72
1175406554,Music,73,3125.0
1175439308,Music,29,392.06
1175447847,Games,264,37489.69
1175516241,Fashion,78,500.0
1175526263,Fashion,36,25000.0
1175536683,Publishing,239,6453.21
1175552174,Film & Video,428,65000.0
1175580294,Music,61,3805.46
1175587231,Journalism,186,25000.0
117559554,Music,53,5000.0
1175627949,Comics,109,3998.08
1175629757,Publishing,180,12000.0
1175633167,Film & Video,85,2500.0
1175689034,Film & Video,303,46199.33
1175698090,Film & Video,56,5000.0
1175751343,Games,99,22500.0
1175759551,Film & Video,337,25000.0
1175760072,Crafts,141,1461.23
1175761163,Film & Video,29,1500.0
1175779315,Music,732,25000.0
1175780430,Dance,6,374.62
1175798482,Music,202,8000.0
1175812317,Crafts,53,1000.0
1175815789,Film & Video,112,15978.78
1175826566,Comics,128,2000.0
1175842238,Film & Video,109,6000.0
1175852471,Film & Video,66,2000.0
1175855191,Film & Video,24,2500.0
1175859175,Art,53,5000.0
1175860359,Film & Video,40,3000.0
1175869778,Film & Video,20,1071.92
1175883950,Design,68,764.64
1175886503,Music,105,6000.0
1175894903,Games,2959,21000.0
1175901573,Design,136,10000.0
1175902605,Music,93,3500.0
1175911553,Crafts,50,600.0
117591793,Publishing,200,234.84
1175965289,Games,161,1811.52
1175968056,Publishing,89,3247.98
1175985369,Crafts,4,100.0
1176012670,Games,319,5000.0
1176019182,Music,155,15000.0
1176029284,Design,2274,1500.0
117604281,Film & Video,28,1478.81
1176074482,Film & Video,25,1200.0
1176160335,Publishing,40,7107.83
1176178493,Music,10,560.0
1176179143,Food,44,1200.0
1176218277,Games,255,18000.0
1176218756,Games,312,10000.0
1176219459,Film & Video,32,8749.2
1176226277,Fashion,251,1000.0
1176248069,Art,106,8000.0
117627826,Fashion,52,400.0
1176297066,Design,582,10000.0
1176355232,Art,14,390.0
1176393235,Publishing,256,5000.0
1176400351,Technology,324,2500.0
1176436280,Film & Video,93,5000.0
1176453878,Games,4073,50000.0
1176456391,Music,162,7500.0
1176463442,Film & Video,117,12500.0
1176482851,Music,2254,108.0
1176515858,Dance,103,6000.0
117657302,Fashion,82,5000.0
1176585187,Art,32,382.29
117659380,Food,4,16.58
1176613802,Publishing,17,500.0
1176619458,Photography,21,1815.21
1176632463,Games,315,8589.59
1176635991,Film & Video,48,2000.0
1176640829,Photography,10,500.0
1176659871,Music,4,125.0
1176670379,Music,73,5000.0
1176670856,Games,446,55180.0
1176681732,Theater,567,28000.0
1176706665,Games,4368,60000.0
1176720559,Design,88,9152.48
1176722326,Design,660,3000.0
1176729120,Technology,262,17848.22
1176736360,Music,177,10000.0
117674055,Film & Video,108,10000.0
1176744381,Music,101,10000.0
1176749654,Publishing,275,15714.01
1176773843,Games,478,36012.68
1176778827,Dance,69,3500.0
1176820585,Publishing,127,22000.0
1176834651,Film & Video,61,3550.0
1176843180,Music,77,5000.0
1176847428,Dance,51,5000.0
1176854839,Publishing,170,6212.08
1176867090,Games,263,6000.0
1176868984,Art,19,1121.75
1176869502,Art,36,300.0
1176890840,Games,18,2059.87
1176894516,Dance,26,2500.0
1176917557,Fashion,39,2500.0
1176919499,Film & Video,33,2725.77
1176927542,Design,296,16000.0
1176973997,Fashion,160,4000.0
1176984566,Music,76,5000.0
1177000172,Publishing,82,1850.0
1177002970,Food,106,10000.0
1177019596,Film & Video,12,250.0
1177033468,Music,28,750.0
1177037310,Film & Video,98,10000.0
1177068304,Music,40,1000.0
1177089181,Publishing,270,30000.0
1177090238,Fashion,496,39697.0
1177092960,Technology,55,1679.04
1177114406,Design,60,12000.0
1177131541,Film & Video,30,500.0
1177143719,Games,847,7000.0
1177145164,Music,27,850.0
1177155997,Comics,104,3000.0
1177166920,Music,10,350.0
1177173262,Fashion,15,600.0
1177173888,Film & Video,15,2500.0
117717806,Film & Video,34,1680.81
1177202231,Food,1,10.0
1177249705,Film & Video,171,25000.0
1177251887,Food,13,1200.0
1177258859,Games,302,30000.0
1177268190,Games,764,12000.0
1177273812,Technology,2,150.0
1177282363,Design,50,4000.0
1177292457,Games,192,5000.0
1177303951,Film & Video,80,6000.0
117732336,Games,71,1750.0
1177336777,Comics,72,2500.0
1177339596,Games,179,6000.0
1177360909,Fashion,66,11267.99
1177380594,Publishing,23,1000.0
1177401186,Design,97,12500.0
1177423221,Design,171,2000.0
1177437565,Publishing,53,2000.0
1177451632,Film & Video,35,50.0
1177459197,Film & Video,59,12000.0
1177507060,Theater,126,5500.0
1177534645,Dance,16,1000.0
1177553330,Music,78,3000.0
1177553945,Games,241,1500.0
1177562518,Art,27,1600.0
1177574413,Technology,16,537.05
1177582092,Publishing,63,5000.0
1177584505,Crafts,4,24.68
1177596295,Music,21,2350.0
1177601888,Technology,267,20000.0
1177602554,Film & Video,19,4604.0
1177603575,Games,1984,50120.85
117761037,Music,110,7000.0
117764810,Food,79,7500.0
1177648551,Food,2,20.0
1177657414,Music,13,1750.0
1177682686,Art,16,300.0
1177683325,Design,71,5000.0
1177688897,Music,51,3000.0
1177701846,Dance,58,3000.0
1177725972,Film & Video,63,2000.0
1177743688,Technology,21,15125.16
1177749524,Film & Video,30,7000.0
117776208,Art,25,230.36
1177765490,Music,136,23000.0
1177771377,Publishing,52,6000.0
1177775166,Design,517,17600.0
1177786330,Film & Video,81,3000.0
1177796074,Technology,57,1690.2
1177804847,Food,157,7500.0
1177816315,Film & Video,91,6331.72
1177836667,Music,44,2750.0
1177861118,Music,13,200.0
1177887862,Film & Video,68,2500.0
1177894483,Design,1231,70000.0
117792103,Art,43,1700.0
1177924691,Art,10,50.0
117792530,Design,1102,6000.0
1177928643,Games,7,267.78
117795411,Music,33,1600.0
1177954967,Crafts,57,3000.0
1177969720,Fashion,23,1000.0
1177972558,Music,23,1200.0
117797875,Photography,43,1200.0
1178017856,Fashion,56,6000.0
1178034775,Publishing,221,9855.02
1178044998,Music,101,6200.0
1178057043,Fashion,686,15000.0
1178096382,Music,47,3500.0
117815336,Film & Video,435,22662.72
1178156433,Theater,29,1550.0
1178174910,Publishing,63,1624.53
1178189335,Publishing,67,5700.0
1178199299,Design,794,10000.0
1178205855,Design,24,371.11
1178249643,Technology,50,3000.0
1178263126,Art,14,1500.0
1178267036,Music,38,1100.0
1178267719,Comics,373,5000.0
1178277987,Music,197,9999.0
1178286452,Technology,37,30000.0
1178288127,Crafts,28,300.0
1178302873,Film & Video,133,15000.0
1178310436,Theater,20,3647.03
1178311793,Film & Video,5,495.0
1178317024,Film & Video,5,500.0
117832954,Games,1603,20000.0
1178346669,Technology,296,5000.0
1178352893,Publishing,14,1574.5
1178371306,Music,52,3000.0
1178377131,Film & Video,209,10000.0
1178428395,Games,1260,80000.0
1178434481,Film & Video,29,500.0
1178441353,Art,66,5000.0
1178449131,Film & Video,339,41538.59
1178452825,Art,58,1500.0
1178463223,Publishing,96,3000.0
1178481186,Dance,34,2000.0
1178483311,Art,35,685.62
1178502817,Games,173,25000.0
1178507494,Film & Video,237,15000.0
1178508273,Games,337,10000.0
1178534841,Film & Video,336,50000.0
1178538429,Design,715,30000.0
1178568856,Music,33,1146.61
1178587055,Film & Video,9,250.0
1178595023,Music,77,5000.0
1178612405,Games,59,4400.0
1178617050,Theater,15,600.0
1178621761,Music,256,12500.0
1178628194,Crafts,38,400.0
1178649901,Food,58,44987.15
1178657455,Fashion,16,400.0
1178697657,Games,2783,35000.0
117872840,Art,134,3500.0
1178741204,Film & Video,147,40000.0
1178744516,Film & Video,42,251.02
1178747811,Music,78,17482.0
1178805654,Music,34,3500.0
1178806159,Music,26,1200.0
1178829211,Music,139,4000.0
1178859630,Film & Video,228,4000.0
1178892378,Games,185,17500.0
1178897361,Fashion,69,18545.08
117891463,Food,9,300.0
1178937693,Design,99,5000.0
1178959821,Games,164,730.0
1179019233,Journalism,22,450.0
117902430,Music,42,450.0
1179024503,Fashion,72,4586.45
1179026383,Film & Video,47,3048.87
1179033426,Dance,57,1850.0
1179041357,Design,375,35000.0
1179049077,Technology,1394,50000.0
1179065457,Design,195,25000.0
1179069295,Design,161,8650.05
1179081825,Fashion,194,5000.0
1179093014,Theater,96,5000.0
1179108491,Games,19,212.58
1179115802,Food,80,5000.0
117911619,Photography,177,1900.0
1179130878,Dance,29,2000.0
1179147881,Comics,32,1500.0
1179158510,Publishing,19,1000.0
1179182314,Art,18,150.0
1179189039,Music,193,18500.0
1179204512,Music,291,10000.0
1179222486,Publishing,9,550.0
1179262259,Comics,836,22000.0
1179265863,Fashion,97,7500.0
1179300776,Technology,192,10000.0
1179314093,Film & Video,272,30000.0
1179320148,Fashion,38,2500.0
1179326661,Photography,79,5000.0
1179356784,Fashion,41,5512.0
1179372341,Games,131,8000.0
1179391879,Food,130,25000.0
1179394651,Publishing,47,3000.0
1179397104,Fashion,98,1366.56
117939963,Film & Video,42,2800.0
1179403326,Fashion,1118,5000.0
1179414920,Music,678,30000.0
1179417630,Fashion,23,320.0
1179423778,Music,53,4000.0
1179446206,Photography,70,3693.44
1179478360,Art,41,15000.0
1179508224,Film & Video,19,2100.0
117951574,Comics,124,6666.0
1179552941,Photography,8,300.0
1179558990,Music,47,3000.0
1179563077,Technology,80,50000.0
1179590040,Publishing,125,6076.26
117960248,Music,48,1000.0
1179624555,Film & Video,82,3000.0
1179680760,Design,53,2000.0
117968371,Fashion,20,383.35
1179684628,Games,252,8100.0
117968749,Film & Video,17,1000.0
1179690620,Publishing,116,5000.0
1179702652,Music,74,2754.24
1179706052,Games,71,9491.9
1179706120,Crafts,5,100.0
1179735474,Music,34,4000.0
1179762525,Food,44,17000.0
1179788044,Music,70,5000.0
1179790243,Music,92,5000.0
1179810720,Games,10,500.0
1179815865,Film & Video,9,100.0
1179817196,Music,221,10000.0
1179863062,Film & Video,51,7000.0
1179868022,Games,1980,19000.0
1179912504,Games,2328,10000.0
1179957652,Comics,36,1000.0
1179964616,Theater,396,50000.0
1179976625,Publishing,23,1600.0
1179993523,Music,235,15000.0
1180011087,Theater,22,2500.0
118001591,Film & Video,52,2500.0
1180022127,Film & Video,138,50000.0
1180035963,Design,147,1477.43
118004581,Film & Video,9,600.0
1180057020,Theater,59,2507.09
1180072713,Film & Video,49,3000.0
1180107458,Publishing,956,6992.44
1180112226,Publishing,379,25382.55
1180114305,Film & Video,104,10000.0
1180120639,Publishing,93,3000.0
1180126429,Music,59,1000.0
1180149329,Music,210,20000.0
1180158438,Games,25,1620.0
1180159285,Film & Video,95,4000.0
1180242680,Film & Video,27,790.0
1180269706,Music,57,2500.0
1180280778,Film & Video,73,7500.0
1180306264,Music,62,6000.0
1180309487,Music,28,511.73
1180310966,Food,92,8500.0
1180331288,Film & Video,65,4600.0
1180334102,Comics,147,841.28
1180342997,Theater,75,3500.0
118034339,Publishing,83,5000.0
1180354126,Music,142,10000.0
1180392071,Food,29,1346.14
1180399474,Film & Video,73,7500.0
1180400089,Design,324,44892.45
1180404111,Music,50,2100.0
1180422073,Music,62,8500.0
1180422360,Theater,10,1350.0
1180441328,Music,81,3000.0
1180450885,Music,42,1000.0
1180499141,Music,46,4500.0
1180500299,Photography,65,6000.0
1180505470,Design,69,12812.63
1180553271,Film & Video,16,500.0
1180563694,Theater,64,6000.0
1180579091,Design,72,3000.0
118058074,Games,140,6503.24
11805813,Film & Video,86,10000.0
118058485,Music,153,8000.0
1180616177,Publishing,38,3218.0
1180652024,Publishing,140,5500.0
1180678164,Music,42,9500.0
1180681747,Art,52,2000.0
1180698540,Technology,194,10000.0
118071451,Theater,145,10000.0
1180758491,Film & Video,198,3800.0
1180760376,Art,28,900.0
118077444,Film & Video,925,65000.0
118077453,Music,81,4000.0
1180783099,Publishing,123,7699.89
118078666,Comics,59,750.0
1180790061,Film & Video,123,12000.0
1180809613,Music,142,8000.0
1180823771,Music,57,2000.0
1180837556,Music,120,9119.93
1180861256,Music,20,5000.0
1180892349,Fashion,9,999.28
1180911566,Design,66,12500.0
1180930410,Art,22,875.0
1180932175,Publishing,15,1200.0
118093300,Music,16,1000.0
1180933268,Publishing,63,2280.0
1180952312,Games,2191,15000.0
1180958909,Games,351,10000.0
1180989837,Music,26,100.0
1180993193,Music,52,2000.0
1181000155,Comics,139,2000.0
118100227,Design,476,7500.0
1181037393,Music,9,500.0
1181052444,Design,556,40000.0
1181066377,Design,60,1730.22
1181082143,Theater,105,22736.57
1181101973,Film & Video,36,2500.0
1181107926,Music,22,1100.0
1181109892,Games,672,3000.0
118114245,Film & Video,57,4500.0
1181152403,Comics,49,2023.2
1181155047,Art,62,5000.0
1181169974,Film & Video,85,3036.84
1181174474,Publishing,180,3700.0
1181197616,Art,30,327.73
1181224647,Games,1690,7000.0
1181246483,Theater,21,700.0
118124978,Theater,20,1200.0
118125687,Comics,267,10000.0
1181259969,Photography,11,199.0
1181280436,Publishing,50,2000.0
1181296779,Design,106,12500.0
1181324687,Games,70,2500.0
1181332259,Design,96,50000.0
1181342601,Design,169,22333.06
118135137,Technology,956,75000.0
1181360783,Food,474,35000.0
1181386663,Music,36,3000.0
1181406638,Music,104,1608.03
1181412317,Crafts,20,1341.32
118143050,Design,189,2167.2
1181432800,Fashion,85,10000.0
1181441208,Music,174,10000.0
1181455792,Technology,102,10813.97
1181459443,Music,28,400.0
1181472048,Games,16,500.0
1181486974,Games,6963,450000.0
1181501385,Design,245,7500.0
1181518638,Music,65,5500.0
1181527743,Film & Video,79,5000.0
1181569586,Comics,185,7000.0
118157381,Comics,376,15000.0
1181577597,Art,12,600.0
1181596104,Food,19,6000.0
1181606479,Music,42,1900.0
1181650560,Film & Video,160,15000.0
118166215,Photography,57,7500.0
1181663248,Music,94,9000.0
1181672095,Art,24,3800.0
118167434,Fashion,315,4144.37
1181704027,Publishing,285,15000.0
1181713621,Music,180,9999.0
11817283,Theater,17,350.0
118173006,Theater,135,5500.0
1181765234,Technology,852,20000.0
1181770780,Art,79,694.0
1181771577,Music,80,5000.0
118177176,Music,73,16000.0
1181774346,Publishing,65,261.87
1181786263,Games,1635,10000.0
1181789571,Music,49,2500.0
1181800809,Design,289,3000.0
1181810886,Theater,60,3300.0
1181811601,Film & Video,52,10000.0
1181836282,Film & Video,12,203.02
1181855916,Theater,193,17000.0
118185648,Art,59,3200.0
1181858833,Publishing,52,2000.0
1181876989,Food,12,7.0
1181964788,Theater,33,1600.0
1181992024,Film & Video,52,3791.79
1181993879,Art,107,4500.0
1182010737,Games,362,9600.0
1182014956,Art,56,1000.0
1182015961,Art,78,2712.66
1182029153,Film & Video,15,825.0
1182046948,Art,60,4678.07
1182064769,Design,93,5000.0
1182071866,Technology,171,15000.0
1182075461,Games,67,589.75
1182088216,Music,116,6000.0
1182099957,Music,44,1000.0
1182134491,Film & Video,17,5500.0
1182146076,Design,320,10000.0
1182151541,Music,52,2000.0
1182172791,Film & Video,17,1000.0
118223737,Film & Video,68,10000.0
1182239134,Theater,56,4000.0
1182245297,Film & Video,50,5000.0
1182283165,Games,100,3000.0
1182286009,Music,87,5000.0
118228746,Theater,81,2500.0
1182326667,Design,46,5000.0
1182326864,Film & Video,24,1804.79
1182329152,Games,2,150.0
1182368636,Film & Video,70,3000.0
1182383778,Film & Video,109,5000.0
1182413764,Film & Video,87,5000.0
1182436939,Art,116,8500.0
1182452904,Publishing,26,1000.0
11824756,Film & Video,16,1000.0
1182481438,Photography,189,10000.0
1182509081,Theater,67,5000.0
1182510401,Art,36,1500.0
1182511811,Design,136,500.0
1182514815,Fashion,15,500.0
118251488,Film & Video,15,500.0
1182526524,Film & Video,20,4497.21
1182528526,Games,2949,11284.01
1182531251,Music,137,13000.0
118253901,Music,51,4000.0
1182545784,Film & Video,359,15443.78
1182577486,Film & Video,77,3500.0
1182578838,Comics,59,1455.21
1182595804,Music,532,20000.0
1182629796,Music,48,1000.0
1182633128,Design,291,15000.0
1182639996,Art,71,4000.0
1182660880,Film & Video,41,4224.21
1182667923,Film & Video,311,10000.0
1182694510,Design,26,500.0
118269473,Music,45,5000.0
1182697884,Comics,24,500.0
1182711701,Music,73,5000.0
1182730837,Food,233,14934.29
1182748117,Photography,39,4000.0
1182766098,Theater,55,3360.84
1182771599,Publishing,113,5000.0
1182784601,Film & Video,202,25000.0
1182821508,Theater,75,2011.0
1182828461,Dance,41,2321.26
1182828582,Film & Video,32,1000.0
1182868000,Theater,25,2000.0
118286933,Music,80,2000.0
1182873903,Food,23,1000.0
1182878531,Games,66,1000.0
1182880941,Design,81,8000.0
1182897691,Film & Video,24,1500.0
1182902243,Food,72,6000.0
1182907930,Music,134,6500.0
1182908609,Theater,13,220.0
1182940307,Film & Video,152,15000.0
1182949255,Publishing,437,16000.0
1182959751,Music,39,2200.0
1182971010,Art,17,500.0
1182977527,Food,179,12000.0
118298796,Comics,442,7500.0
1183008445,Crafts,96,2500.0
1183020953,Music,84,4500.0
1183024059,Film & Video,75,3000.0
1183069001,Art,66,500.0
1183070258,Design,337,5000.0
1183070862,Film & Video,28,1094.1
1183075541,Fashion,201,10000.0
1183092927,Film & Video,33,8560.03
1183113141,Food,144,6500.0
1183125827,Art,17,500.0
118313335,Publishing,14,500.0
1183136767,Film & Video,120,15000.0
1183140736,Music,27,2200.0
1183174105,Art,86,7500.0
1183202974,Fashion,76,3000.0
1183256991,Film & Video,39,3000.0
1183257584,Comics,24,250.0
11832678,Music,84,6000.0
1183277594,Film & Video,1358,100000.0
1183297832,Design,32,4000.0
1183313389,Comics,65,2500.0
1183319785,Fashion,156,9351.91
1183326832,Film & Video,52,6000.0
1183336234,Publishing,15,740.0
118334197,Games,63,1500.0
1183347744,Journalism,56,2350.0
1183376328,Theater,78,4200.0
1183378014,Games,266,2243.79
1183418519,Music,34,1200.0
118344819,Design,245,15573.77
1183505873,Publishing,38,1000.0
1183521628,Design,37,633.93
1183522271,Music,54,1650.0
1183532717,Publishing,102,7154.82
1183537451,Film & Video,34,906.9
1183551538,Music,126,8000.0
1183564671,Dance,108,5000.0
1183606331,Publishing,52,2500.0
1183615385,Fashion,11,1000.0
1183638441,Art,918,55000.0
1183650856,Film & Video,94,7500.0
1183653409,Comics,32,1450.0
1183656779,Publishing,228,9000.0
118366466,Art,78,3000.0
1183670234,Games,3251,4000.0
1183700316,Theater,107,5000.0
1183700574,Fashion,153,20000.0
1183709455,Film & Video,21,2750.0
1183712593,Games,154,6200.0
1183725897,Design,40,5000.0
1183747058,Music,42,2000.0
1183754044,Games,124,3000.0
118375833,Food,277,12834.06
1183779891,Art,113,6000.0
1183788228,Film & Video,174,10948.11
1183801861,Crafts,10,200.0
1183840684,Photography,161,19479.83
1183844801,Film & Video,264,30000.0
1183845664,Film & Video,276,30000.0
1183858837,Design,48,644.39
1183869612,Technology,327,2248.37
1183872061,Design,292,35000.0
1183906606,Film & Video,38,663.63
1183906822,Art,40,2000.0
118392388,Film & Video,49,1870.0
1183925315,Film & Video,45,4000.0
1183965692,Theater,63,1374.6
1183974189,Music,92,5200.0
1183983842,Film & Video,574,40000.0
1183991439,Comics,36,800.0
1183998830,Publishing,39,7500.0
1184007145,Music,76,3000.0
1184010910,Publishing,189,5035.66
1184019844,Food,112,10000.0
1184023104,Publishing,384,3500.0
1184032892,Publishing,45,1700.0
1184041434,Design,808,6000.0
1184059765,Art,22,1000.0
1184064546,Film & Video,182,8000.0
1184129671,Fashion,545,15000.0
1184139693,Design,132,25000.0
1184158570,Film & Video,26,1000.0
1184169226,Publishing,17,300.0
1184181200,Film & Video,615,6000.0
1184189915,Art,53,2500.0
1184190680,Games,6535,54097.0
1184193883,Publishing,14,1887.71
118421142,Music,132,7000.0
1184234263,Music,63,10000.0
1184244554,Film & Video,9,500.0
1184253576,Film & Video,109,8896.08
1184279434,Journalism,18,4000.0
1184292873,Music,252,18000.0
1184294749,Film & Video,12,550.0
1184303562,Games,1,11.0
1184317274,Design,88,2563.31
1184330523,Music,38,1000.0
1184346753,Photography,13,800.0
1184353720,Games,72,5000.0
1184354914,Art,1095,10000.0
1184372510,Food,4,120.0
1184390849,Music,48,8900.0
1184410949,Technology,7665,46635.99
118441189,Fashion,374,22000.0
1184439421,Music,32,1200.0
1184445308,Film & Video,10,3000.0
11844586,Music,59,7600.0
1184528584,Music,120,7300.0
1184536072,Design,11,200.0
1184537284,Music,325,25000.0
1184562141,Music,15,1000.0
1184579862,Design,355,7500.0
1184602737,Technology,2128,1632.68
1184606094,Art,75,6600.0
1184624033,Crafts,9,500.0
118462501,Film & Video,10,1224.93
1184625436,Fashion,10,1200.0
1184628711,Theater,31,3500.0
1184638506,Film & Video,18,2000.0
1184654519,Dance,69,5000.0
1184666051,Music,29,406.75
1184667027,Art,74,6000.0
1184667186,Games,431,5803.74
1184671712,Music,88,10000.0
1184694334,Art,625,40000.0
1184714560,Theater,37,3500.0
1184717497,Technology,36,10000.0
1184734309,Journalism,69,5605.0
1184759783,Art,3,500.0
1184761342,Technology,388,50000.0
1184767784,Music,31,621.11
118477107,Theater,72,8500.0
1184790581,Film & Video,111,6000.0
1184795725,Publishing,54,1000.0
1184795950,Journalism,5,500.0
1184819845,Film & Video,263,11343.87
1184830661,Crafts,7,300.0
1184846100,Photography,5,173.91
1184851258,Design,193,50000.0
118486341,Music,41,5000.0
1184868003,Art,50,3000.0
1184870654,Theater,55,2900.0
1184876267,Art,28,1700.0
1184879182,Film & Video,40,2700.0
1184883770,Film & Video,106,4000.0
118488525,Music,48,3682.7
1184885399,Games,5,21.62
1184900114,Music,878,30000.0
1184901214,Fashion,9,150.0
11849183,Music,163,10000.0
1184921608,Food,267,25000.0
118494800,Film & Video,20,2200.0
1184971192,Design,133,2971.47
1185002315,Publishing,40,1696.21
1185020148,Design,81,17855.98
1185030486,Music,92,2079.87
1185042675,Art,6,530.0
1185045479,Food,3,50.0
1185049537,Music,14,400.0
1185060831,Food,86,15000.0
1185081232,Crafts,12,216.13
1185098762,Publishing,29,500.0
1185107606,Publishing,8,100.0
1185149762,Music,33,1300.0
1185152575,Theater,285,25000.0
1185169882,Games,91,2000.0
1185173269,Design,20,1028.88
1185192431,Music,66,4000.0
1185198608,Games,720,4874.09
1185210913,Games,198,4000.0
1185212341,Art,12,1800.0
1185215990,Film & Video,100,9999.0
1185237393,Technology,1222,3000.0
1185251741,Film & Video,30,3500.0
1185291284,Music,208,15000.0
1185292257,Technology,42,1640.55
1185295398,Film & Video,17,500.0
1185336523,Publishing,357,18800.0
118534261,Design,49,500.0
1185371633,Art,33,1500.0
1185373216,Fashion,8,2186.21
1185373421,Food,92,12000.0
118540295,Film & Video,42,2677.52
1185407436,Games,265,4000.0
1185413877,Film & Video,77,11000.0
1185418972,Theater,22,1094.43
1185436388,Film & Video,149,20000.0
1185449670,Fashion,474,15000.0
1185459076,Games,18,500.0
1185483081,Film & Video,228,15000.0
1185495617,Theater,20,2000.0
1185498916,Music,16,1200.0
1185526517,Music,20,750.0
1185534410,Games,101,5000.0
1185544387,Music,295,15000.0
1185554929,Theater,38,1000.0
118556716,Comics,17,100.0
1185600640,Music,36,1000.0
1185655223,Film & Video,61,5000.0
1185663546,Art,192,10000.0
11856763,Music,30,7500.0
1185691220,Technology,107,250.0
1185763554,Art,37,2246.18
1185767993,Comics,50,795.0
1185783408,Music,17,2100.0
1185816492,Film & Video,35,2000.0
1185824441,Film & Video,74,4000.0
1185847051,Music,45,1750.0
1185852574,Music,174,17500.0
1185857602,Games,649,2000.0
118586002,Comics,190,3750.0
118586577,Publishing,294,10000.0
1185960134,Music,130,10000.0
1185967075,Fashion,159,8000.0
1186007910,Music,27,2500.0
1186035417,Games,2002,43343.99
1186052226,Fashion,79,5800.0
1186066400,Film & Video,623,75000.0
118609878,Film & Video,23,2781.04
1186146962,Games,92,5000.0
1186154197,Technology,249,13990.91
1186155524,Technology,11,1934.33
1186159969,Design,40,2436.74
1186169953,Film & Video,356,50000.0
1186171865,Publishing,495,30645.0
1186203127,Film & Video,635,60630.86
1186206114,Design,655,10000.0
1186221351,Food,16,100.0
1186231339,Film & Video,12,637.62
1186258140,Design,285,3000.0
1186272557,Music,77,4688.67
1186277605,Music,12,800.0
1186281027,Comics,126,3200.0
1186296822,Design,202,15000.0
1186310990,Technology,510,25000.0
1186330435,Music,16,1000.0
1186339206,Comics,396,15000.0
1186344862,Technology,24,1000.0
118635305,Publishing,178,9213.19
1186358578,Design,43,600.0
1186359414,Games,7231,215000.0
1186360787,Music,78,12000.0
1186365480,Dance,71,10000.0
1186366227,Publishing,31,1454.44
1186367896,Film & Video,21,300.0
1186371011,Theater,112,7500.0
1186371832,Technology,321,50000.0
1186377330,Games,21,500.0
1186409962,Fashion,209,14824.7
1186414951,Crafts,114,250.0
1186422052,Publishing,168,8000.0
1186443564,Comics,155,8000.0
1186472582,Film & Video,73,7700.0
1186475821,Games,132,1250.0
1186484098,Film & Video,136,4314.81
118649212,Film & Video,203,37000.0
118652270,Games,40,800.0
1186524028,Design,50,2000.0
1186540141,Technology,1398,125000.0
118655495,Art,20,400.0
1186566700,Theater,16,500.0
118657607,Crafts,6,500.0
1186602040,Art,39,1500.0
118662704,Comics,87,2500.0
1186650131,Film & Video,440,35000.0
1186650982,Publishing,26,616.4
1186659233,Photography,50,5592.53
1186680616,Fashion,12,330.0
1186681670,Music,75,3500.0
1186690106,Photography,53,2400.0
118670025,Theater,119,15000.0
1186736412,Film & Video,41,6500.0
118673987,Technology,63,3500.0
1186747713,Design,417,766.64
1186774293,Comics,132,2500.0
1186790404,Theater,70,3000.0
118679683,Food,129,10000.0
1186801080,Design,1185,11000.0
1186806559,Comics,28,457.7
1186814047,Film & Video,141,15000.0
1186817289,Comics,310,7675.78
1186819630,Film & Video,33,1500.0
1186824147,Photography,33,700.0
1186829465,Music,106,12500.0
1186840113,Design,12,500.0
1186863852,Publishing,94,1500.0
1186888751,Design,98,6000.0
118688904,Food,731,10000.0
1186890487,Art,68,900.0
1186894643,Music,25,1000.0
118692620,Music,74,5000.0
118695212,Film & Video,145,15000.0
1186984176,Games,225,6022.5
1186995974,Music,79,4818.0
1186996638,Comics,16,400.0
1187008677,Games,145,3000.0
11870095,Film & Video,148,9000.0
1187012688,Music,163,5250.0
1187013974,Art,144,8000.0
1187020359,Film & Video,634,35000.0
1187032070,Games,123,3924.95
1187034623,Food,15,300.0
1187074000,Technology,28,600.0
118708313,Design,510,21217.91
118708699,Comics,228,2500.0
